# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-ERAD-475
# Selected columns: 18 (all)
# Timestamp: Wed, 05-Aug-2020 16:22:51
Gene ID	Gene Name	zygote	cleavage 2-cell	blastula 128-cell	blastula 1k-cell	blastula dome	gastrula 50%-epiboly	gastrula shield	gastrula 75%-epiboly	segmentation 1-4 somites	segmentation 14-19 somites	segmentation 20-25 somites	pharyngula prim-5	pharyngula prim-15	pharyngula prim-25	hatching long-pec	larval protruding mouth	larval day 4	larval day 5
ENSDARG00000002077	mnat1	33.0	58.0	74.0	77.0	43.0	24.0	18.0	17.0	19.0	19.0	19.0	15.0	12.0	12.0	13.0	11.0	11.0	7.0
ENSDARG00000002082	csnk2a1	182.0	196.0	268.0	255.0	200.0	281.0	329.0	310.0	227.0	185.0	196.0	174.0	140.0	140.0	121.0	114.0	90.0	75.0
ENSDARG00000002084	lamb2			0.2			0.1	0.1		2.0	4.0	13.0	34.0	43.0	40.0	34.0	36.0	31.0	24.0
ENSDARG00000002097	si:dkeyp-52c3.7												0.4					0.6	0.7
ENSDARG00000002127	stam	217.0	207.0	156.0	158.0	64.0	21.0	20.0	34.0	28.0	31.0	36.0	35.0	34.0	42.0	39.0	34.0	31.0	27.0
ENSDARG00000002128	cwf19l1	120.0	127.0	131.0	113.0	127.0	103.0	76.0	61.0	69.0	55.0	54.0	37.0	29.0	29.0	22.0	15.0	15.0	11.0
ENSDARG00000002131	celf2	0.7	1.0	3.0	4.0	2.0	0.6	0.3		2.0	5.0	13.0	20.0	30.0	38.0	36.0	37.0	37.0	41.0
ENSDARG00000002165	psme1	17.0	18.0	13.0	38.0	10.0	24.0	6.0	7.0	14.0	2.0	2.0	2.0		0.8	1.0	6.0	15.0	11.0
ENSDARG00000002167	cacnb1	7.0	12.0	14.0	9.0	9.0	5.0	2.0	2.0	4.0	3.0	6.0	7.0	10.0	12.0	11.0	13.0	15.0	12.0
ENSDARG00000002168	tra2b	145.0	146.0	126.0	130.0	153.0	181.0	174.0	136.0	90.0	98.0	96.0	72.0	66.0	67.0	52.0	41.0	38.0	41.0
ENSDARG00000002172	aplnra					101.0	155.0	164.0	120.0	59.0	42.0	31.0	31.0	24.0	22.0	16.0	17.0	18.0	18.0
ENSDARG00000002174	itfg2	3.0	3.0	17.0	23.0	11.0	3.0	3.0	5.0	8.0	9.0	12.0	12.0	12.0	9.0	11.0	10.0	10.0	9.0
ENSDARG00000002184	igbp1	10.0	30.0	126.0	164.0	121.0	47.0	33.0	35.0	49.0	45.0	41.0	27.0	28.0	38.0	26.0	24.0	21.0	18.0
ENSDARG00000002190	chmp2bb	244.0	242.0	165.0	182.0	190.0	182.0	123.0	86.0	54.0	48.0	60.0	69.0	66.0	57.0	61.0	79.0	73.0	61.0
ENSDARG00000002192	aspn												0.5	1.0	3.0	6.0	21.0	26.0	19.0
ENSDARG00000002193	rho											0.4	0.6	1.0	0.6	6.0	1488.0	1952.0	1902.0
ENSDARG00000002194	rhd						0.2	0.2	0.5	0.4	0.4	0.6	1.0	3.0	3.0	3.0	2.0	1.0	1.0
ENSDARG00000002196	bach1b					0.3	1.0	4.0	8.0	8.0	5.0	10.0	8.0	6.0	5.0	6.0	8.0	9.0	10.0
ENSDARG00000002197	pygl	3.0	7.0	54.0	48.0	39.0	16.0	13.0	6.0	3.0	3.0	3.0	3.0	2.0	3.0	15.0	47.0	53.0	40.0
ENSDARG00000002204	hspb11										2.0	15.0	22.0	20.0	9.0	24.0	36.0	38.0	37.0
ENSDARG00000002210	stk25a		0.8	4.0	7.0	4.0	2.0	3.0	3.0	4.0	3.0	4.0	3.0	2.0	3.0	5.0	11.0	10.0	9.0
ENSDARG00000002213	invs	4.0	4.0	8.0	4.0	3.0	1.0	2.0	4.0	6.0	5.0	5.0	4.0	3.0	4.0	2.0	3.0	3.0	2.0
ENSDARG00000002215	rtca	44.0	41.0	112.0	93.0	74.0	130.0	213.0	255.0	146.0	115.0	114.0	94.0	89.0	104.0	57.0	20.0	16.0	14.0
ENSDARG00000002216	tbx3a						0.9	6.0	16.0	26.0	19.0	16.0	17.0	15.0	12.0	15.0	17.0	15.0	15.0
ENSDARG00000002217	scocb	0.4	1.0	3.0	4.0	5.0	13.0	23.0	42.0	48.0	38.0	33.0	32.0	33.0	38.0	50.0	55.0	49.0	46.0
ENSDARG00000002219	si:dkey-103j14.5												0.5	0.4	0.4	0.7	2.0	9.0	9.0
ENSDARG00000002220	C5H9orf78	14.0	21.0	114.0	139.0	83.0	109.0	139.0	121.0	73.0	61.0	54.0	50.0	39.0	35.0	35.0	29.0	29.0	24.0
ENSDARG00000002230	sypb					0.3	1.0	3.0	3.0	13.0	6.0	5.0	5.0	14.0	20.0	36.0	204.0	151.0	130.0
ENSDARG00000002231	plpp2a	0.4	2.0	12.0	15.0	11.0	4.0	0.9				0.4	2.0	2.0	2.0	2.0	2.0	5.0	3.0
ENSDARG00000002235	mmp14a	1.0	1.0	0.5	0.5	3.0	3.0	2.0	1.0	10.0	14.0	18.0	21.0	20.0	21.0	24.0	45.0	44.0	35.0
ENSDARG00000002240	psmb6	0.6	1.0	4.0	4.0	17.0	82.0	129.0	180.0	226.0	247.0	226.0	188.0	165.0	195.0	135.0	105.0	85.0	67.0
ENSDARG00000002241	kcna2a						2.0	3.0	2.0								1.0	2.0	2.0
ENSDARG00000002249	tbxas1	1.0	1.0	3.0	3.0	2.0	1.0	0.7		0.7	0.7	2.0	1.0	2.0	2.0	4.0	6.0	11.0	17.0
ENSDARG00000002255	epb41l3a	0.7	3.0	9.0	5.0	8.0	4.0	3.0	4.0	3.0	3.0	7.0	7.0	10.0	14.0	18.0	30.0	27.0	22.0
ENSDARG00000002259	ca15c															0.5	0.5	3.0	4.0
ENSDARG00000002264	mrpl41	1.0	1.0	14.0	15.0	8.0	17.0	22.0	43.0	51.0	44.0	46.0	33.0	39.0	50.0	38.0	42.0	42.0	26.0
ENSDARG00000002267	dcaf13	53.0	30.0	162.0	158.0	172.0	163.0	154.0	107.0	99.0	87.0	73.0	43.0	30.0	30.0	21.0	22.0	20.0	20.0
ENSDARG00000002271	zfand5b	138.0	118.0	688.0	692.0	484.0	304.0	258.0	153.0	60.0	53.0	63.0	58.0	55.0	68.0	66.0	82.0	66.0	84.0
ENSDARG00000002285	mcoln1a	7.0	20.0	45.0	39.0	28.0	25.0	12.0	11.0	14.0	10.0	12.0	11.0	11.0	11.0	11.0	15.0	11.0	11.0
ENSDARG00000002293	si:ch211-197g15.6								0.6										
ENSDARG00000002295	si:dkey-21p1.3											0.2		0.1		0.8	2.0	3.0	2.0
ENSDARG00000002298	ankrd22	9.0	25.0	76.0	78.0	33.0	5.0	1.0	5.0	2.0	2.0	2.0	4.0	3.0	2.0	3.0	9.0	5.0	5.0
ENSDARG00000002299	arsh							0.4	1.0	1.0	2.0	4.0	4.0	4.0	3.0	4.0	4.0	6.0	4.0
ENSDARG00000002300	p2rx2									0.7	0.5					0.7	6.0	4.0	5.0
ENSDARG00000002304	gins2	535.0	341.0	107.0	113.0	60.0	18.0	13.0	16.0	38.0	62.0	54.0	51.0	44.0	32.0	21.0	11.0	12.0	5.0
ENSDARG00000002305	me3	378.0	287.0	238.0	204.0	157.0	31.0	10.0	5.0	15.0	21.0	31.0	46.0	47.0	56.0	56.0	65.0	67.0	58.0
ENSDARG00000002311	fabp11b													10.0	20.0	104.0	118.0	51.0	22.0
ENSDARG00000002330	lhx8a	9.0	9.0	36.0	40.0	13.0	2.0	1.0	0.4				0.9	2.0	3.0	4.0	6.0	3.0	4.0
ENSDARG00000002332	frmd6	2.0	3.0	24.0	30.0	19.0	16.0	17.0	17.0	18.0	14.0	12.0	12.0	12.0	11.0	10.0	8.0	8.0	9.0
ENSDARG00000002333	fam102bb	4.0	10.0	26.0	23.0	6.0	1.0	0.6	3.0	7.0	5.0	7.0	9.0	8.0	11.0	8.0	10.0	16.0	17.0
ENSDARG00000002336	dlc		0.2		0.5	0.5	53.0	74.0	81.0	89.0	65.0	42.0	32.0	36.0	59.0	27.0	18.0	17.0	18.0
ENSDARG00000002339	sgf29	9.0	16.0	71.0	72.0	30.0	26.0	26.0	34.0	27.0	23.0	20.0	19.0	19.0	16.0	16.0	10.0	14.0	13.0
ENSDARG00000002344	tubb4b	1169.0	698.0	627.0	636.0	665.0	373.0	514.0	620.0	1059.0	1095.0	1257.0	1182.0	1194.0	1481.0	1202.0	1065.0	758.0	640.0
ENSDARG00000002347	cyp11a1	132.0	283.0	117.0	132.0	136.0	71.0	63.0	49.0	20.0	5.0	5.0	9.0	1.0				0.4	
ENSDARG00000002353	tagapa				1.0	27.0	22.0	17.0	5.0	1.0	1.0	0.9	0.7	0.3	0.7	0.6	0.9	0.9	2.0
ENSDARG00000002355	shpk		2.0	5.0	5.0	3.0	2.0	3.0	3.0	2.0	1.0	1.0	1.0	0.6	1.0	1.0	2.0	3.0	1.0
ENSDARG00000002362	ubald1a	44.0	42.0	15.0	9.0	11.0	17.0	27.0	36.0	25.0	17.0	14.0	14.0	17.0	20.0	26.0	34.0	33.0	39.0
ENSDARG00000002365	cers5	236.0	225.0	89.0	84.0	53.0	35.0	28.0	30.0	33.0	29.0	36.0	38.0	38.0	23.0	25.0	26.0	25.0	23.0
ENSDARG00000002369	UBB	409.0	309.0	481.0	431.0	422.0	661.0	790.0	460.0	311.0	244.0	261.0	282.0	236.0	256.0	213.0	197.0	170.0	186.0
ENSDARG00000002377	mief2	69.0	59.0	110.0	102.0	61.0	23.0	21.0	24.0	12.0	8.0	12.0	13.0	13.0	12.0	12.0	10.0	12.0	10.0
ENSDARG00000002385	atm	2.0	2.0	9.0	10.0	2.0	0.5	0.7	2.0	4.0	4.0	5.0	5.0	4.0	4.0	3.0	2.0	3.0	3.0
ENSDARG00000002391	tlcd1													0.8	0.8	2.0	8.0	12.0	13.0
ENSDARG00000002394	ugt5d1																8.0	17.0	7.0
ENSDARG00000002396	cry-dash	23.0	42.0	149.0	137.0	81.0	19.0	20.0	23.0	18.0	31.0	38.0	22.0	9.0	12.0	7.0	12.0	13.0	19.0
ENSDARG00000002401	gale	11.0	16.0	110.0	121.0	122.0	86.0	43.0	26.0	28.0	31.0	47.0	59.0	46.0	36.0	29.0	23.0	24.0	8.0
ENSDARG00000002402	ercc3	4.0	7.0	31.0	33.0	27.0	34.0	31.0	33.0	29.0	23.0	26.0	28.0	22.0	22.0	20.0	16.0	17.0	13.0
ENSDARG00000002403	nusap1	76.0	71.0	258.0	225.0	89.0	163.0	272.0	219.0	146.0	131.0	132.0	127.0	121.0	111.0	83.0	32.0	30.0	23.0
ENSDARG00000002405	si:ch211-225b11.1			0.9	0.7	1.0	0.1	0.3	0.2	1.0	4.0	10.0	6.0	5.0	5.0	3.0	8.0	6.0	6.0
ENSDARG00000002406	zmynd10	0.5	1.0	7.0	6.0	3.0	2.0			1.0	2.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	0.7
ENSDARG00000002411	pde4cb								0.2	2.0	0.5	1.0	2.0	2.0	1.0	0.8	2.0	3.0	3.0
ENSDARG00000002445	prdm1a				0.2		6.0	27.0	84.0	52.0	31.0	34.0	26.0	14.0	10.0	19.0	9.0	8.0	8.0
ENSDARG00000002463	arhgef37	18.0	54.0	59.0	58.0	24.0	19.0	14.0	10.0	8.0	6.0	5.0	6.0	4.0	3.0	3.0	2.0	3.0	3.0
ENSDARG00000002467	rdh14b	16.0	28.0	71.0	72.0	61.0	15.0	11.0	20.0	22.0	21.0	20.0	14.0	9.0	10.0	10.0	15.0	16.0	16.0
ENSDARG00000002479	ercc6l	10.0	15.0	74.0	78.0	72.0	84.0	86.0	65.0	27.0	21.0	29.0	38.0	29.0	22.0	13.0	8.0	8.0	5.0
ENSDARG00000002483	wnt7ab									6.0	3.0	2.0	1.0	2.0	0.4	1.0	2.0	2.0	3.0
ENSDARG00000002487	noc3l	0.5	0.9	7.0	8.0	13.0	43.0	79.0	103.0	104.0	86.0	79.0	52.0	32.0	27.0	18.0	17.0	15.0	15.0
ENSDARG00000002494	itgb6	2.0	2.0	15.0	19.0	4.0	0.5			2.0	4.0	6.0	7.0	3.0	4.0	5.0	7.0	7.0	8.0
ENSDARG00000002506	C7H16orf87	133.0	167.0	98.0	67.0	52.0	111.0	117.0	103.0	44.0	54.0	59.0	55.0	53.0	55.0	48.0	40.0	38.0	29.0
ENSDARG00000002507	itga10					0.2	0.2	1.0	2.0	0.1	1.0	2.0	2.0	1.0	1.0	3.0	5.0	4.0	4.0
ENSDARG00000002508	ankrd33ab									0.8	0.6	0.6					2.0	0.8	1.0
ENSDARG00000002509	zgc:153911	2.0	3.0	5.0	9.0	21.0	31.0	11.0	3.0	0.7	1.0	0.3	2.0	2.0	0.5	0.5	2.0	2.0	2.0
ENSDARG00000002510	dmbx1b									3.0	3.0	5.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0
ENSDARG00000002523	hsdl2	77.0	62.0	42.0	40.0	34.0	33.0	35.0	30.0	41.0	38.0	45.0	46.0	41.0	37.0	29.0	38.0	47.0	29.0
ENSDARG00000002533	adora2b					1.0				3.0	1.0	2.0	3.0	2.0	1.0	0.7	1.0	1.0	2.0
ENSDARG00000002536	tm9sf4	126.0	210.0	253.0	211.0	184.0	174.0	147.0	123.0	72.0	47.0	51.0	62.0	47.0	36.0	31.0	37.0	31.0	25.0
ENSDARG00000002538	smu1a	219.0	176.0	167.0	134.0	129.0	181.0	223.0	190.0	115.0	100.0	91.0	73.0	55.0	64.0	52.0	35.0	31.0	25.0
ENSDARG00000002546	rundc3ab	12.0	36.0	32.0	43.0	24.0	10.0	7.0	0.6	0.6	2.0	5.0	5.0	9.0	16.0	29.0	30.0	23.0	25.0
ENSDARG00000002549	eif3eb	10.0	7.0	19.0	23.0	20.0	9.0	8.0	1.0	3.0	4.0	5.0	6.0	6.0	5.0	4.0	5.0	5.0	6.0
ENSDARG00000002552	mapkapk2a	110.0	126.0	248.0	237.0	194.0	136.0	111.0	115.0	88.0	74.0	76.0	70.0	62.0	51.0	35.0	34.0	30.0	26.0
ENSDARG00000002564	syngr1a	2.0	4.0	3.0	2.0	3.0	1.0	0.5			1.0	5.0	14.0	22.0	27.0	27.0	44.0	45.0	47.0
ENSDARG00000002571	tmod2	3.0	7.0	24.0	28.0	18.0	14.0	8.0	9.0	10.0	5.0	10.0	13.0	15.0	11.0	11.0	13.0	15.0	12.0
ENSDARG00000002576	cabp5a									2.0	0.5	0.4					5.0	6.0	5.0
ENSDARG00000002582	tbx15	0.1	0.2	0.2	0.3	0.4	0.3	0.4	0.5	1.0	2.0	3.0	6.0	8.0	12.0	13.0	10.0	9.0	8.0
ENSDARG00000002587	dpysl3		0.1		0.4	0.7	1.0	0.8	1.0	8.0	18.0	31.0	31.0	56.0	117.0	147.0	110.0	93.0	80.0
ENSDARG00000002589	mylpfb	3.0	2.0	3.0	3.0	4.0	2.0	2.0	2.0	2.0	2.0	15.0	281.0	1377.0	2025.0	3809.0	4144.0	3242.0	2630.0
ENSDARG00000002591	ruvbl1	352.0	346.0	290.0	242.0	129.0	138.0	178.0	192.0	186.0	146.0	142.0	121.0	93.0	87.0	66.0	48.0	41.0	28.0
ENSDARG00000002593	slc45a2							0.4			0.4	8.0	31.0	37.0	40.0	58.0	38.0	32.0	36.0
ENSDARG00000002597	pabpc1l	92.0	247.0	194.0	124.0	103.0	46.0	11.0	3.0	1.0	0.6			0.3					
ENSDARG00000002600	pcsk1								0.3	0.3			0.1	0.6	1.0	2.0	10.0	17.0	16.0
ENSDARG00000002601	irx7				38.0	117.0	70.0	141.0	239.0	108.0	41.0	23.0	14.0	8.0	8.0	10.0	8.0	5.0	4.0
ENSDARG00000002607	unm_sa1614	0.2	0.1	0.5		0.1				0.2	0.2	0.4	1.0	2.0	4.0	6.0	5.0	5.0	7.0
ENSDARG00000002609	rnf145a	0.5	2.0	5.0	3.0	4.0	3.0	3.0	11.0	28.0	16.0	11.0	7.0	6.0	10.0	8.0	9.0	8.0	8.0
ENSDARG00000002613	rpa3	454.0	426.0	215.0	327.0	253.0	237.0	161.0	85.0	118.0	136.0	125.0	117.0	108.0	89.0	54.0	35.0	32.0	19.0
ENSDARG00000002632	anxa11b	5.0	9.0	26.0	23.0	20.0	26.0	23.0	15.0	27.0	34.0	49.0	57.0	56.0	48.0	56.0	58.0	53.0	47.0
ENSDARG00000002634	b4galt1			0.5	0.5	0.9	22.0	25.0	26.0	15.0	9.0	9.0	10.0	15.0	10.0	19.0	17.0	17.0	13.0
ENSDARG00000002635	zgc:85722												0.7	0.9	2.0	3.0	11.0	11.0	14.0
ENSDARG00000002642	sh3gl1b	23.0	25.0	33.0	30.0	19.0	11.0	14.0	20.0	31.0	25.0	33.0	31.0	26.0	19.0	18.0	18.0	20.0	16.0
ENSDARG00000002644	rgs5a					3.0	3.0	4.0	3.0	0.9	0.8	2.0	3.0	5.0	1.0	5.0	27.0	42.0	36.0
ENSDARG00000002656	stxbp5a		0.2	1.0	1.0	0.9	0.2			0.5	0.6	1.0	1.0	2.0	3.0	4.0	11.0	13.0	14.0
ENSDARG00000002659	mapre1b	63.0	135.0	192.0	201.0	212.0	251.0	233.0	189.0	182.0	163.0	165.0	125.0	113.0	146.0	108.0	78.0	53.0	33.0
ENSDARG00000002663	optn	6.0	7.0	14.0	13.0	3.0	0.4	0.4	2.0	10.0	8.0	13.0	20.0	17.0	12.0	11.0	17.0	19.0	17.0
ENSDARG00000002666	kcnj1b	10.0	18.0	38.0	36.0	36.0	16.0	9.0	6.0	3.0	2.0	2.0	5.0	4.0	4.0	4.0	4.0	3.0	4.0
ENSDARG00000002670	ATG14	107.0	89.0	75.0	73.0	57.0	24.0	23.0	23.0	23.0	22.0	22.0	16.0	15.0	19.0	17.0	13.0	18.0	20.0
ENSDARG00000002682	tbcela	0.8	2.0	12.0	12.0	9.0	2.0	1.0	2.0	1.0	2.0	3.0	3.0	2.0	4.0	3.0	5.0	8.0	9.0
ENSDARG00000002685	fam113	308.0	302.0	223.0	201.0	168.0	54.0	23.0	2.0	0.5									
ENSDARG00000002690	rabif	9.0	11.0	18.0	36.0	14.0	9.0	13.0	14.0	25.0	24.0	22.0	23.0	25.0	25.0	23.0	20.0	15.0	9.0
ENSDARG00000002696	gnb3b	0.9	1.0	0.7		2.0	0.6	1.0	0.4	0.5	0.3				0.2	0.4	469.0	617.0	525.0
ENSDARG00000002701	rasl12					0.4	0.5	0.2	0.3	0.4	0.3	0.7	0.5	0.3	0.7	0.7	1.0	2.0	2.0
ENSDARG00000002707	her11			0.8	13.0	80.0	21.0	15.0	37.0	28.0	11.0	10.0	4.0	2.0	0.9	0.7			
ENSDARG00000002710	ncl	98.0	179.0	791.0	765.0	936.0	1555.0	1796.0	1922.0	1733.0	1084.0	1004.0	684.0	370.0	390.0	212.0	234.0	205.0	240.0
ENSDARG00000002720	utp15	15.0	20.0	62.0	57.0	66.0	115.0	145.0	132.0	103.0	92.0	79.0	55.0	34.0	35.0	20.0	16.0	15.0	15.0
ENSDARG00000002728	kiss1ra																	0.8	0.9
ENSDARG00000002731	sdc2	10.0	13.0	46.0	52.0	41.0	43.0	37.0	44.0	60.0	38.0	61.0	99.0	90.0	62.0	86.0	108.0	130.0	111.0
ENSDARG00000002732	spon2b		0.4							0.4			2.0	1.0	2.0	4.0	18.0	21.0	17.0
ENSDARG00000002745	tdh	4.0	15.0	84.0	99.0	55.0	36.0	69.0	117.0	93.0	73.0	78.0	83.0	98.0	91.0	98.0	121.0	130.0	284.0
ENSDARG00000002748	sema6d	5.0	8.0	18.0	16.0	13.0	4.0	5.0	7.0	9.0	8.0	6.0	5.0	4.0	5.0	4.0	9.0	9.0	11.0
ENSDARG00000002750	phf20a	1.0	2.0	13.0	7.0	6.0	4.0	4.0	5.0	4.0	3.0	4.0	4.0	4.0	6.0	7.0	4.0	4.0	3.0
ENSDARG00000002754	pdcd2l	25.0	14.0	7.0	8.0	6.0	6.0	10.0	17.0	28.0	24.0	23.0	19.0	13.0	10.0	8.0	7.0	9.0	10.0
ENSDARG00000002758	dedd1	37.0	49.0	38.0	29.0	18.0	22.0	23.0	28.0	24.0	31.0	29.0	16.0	18.0	23.0	28.0	43.0	67.0	124.0
ENSDARG00000002760	gdf5	1.0	3.0	6.0	4.0	2.0	0.3									0.7	3.0	2.0	3.0
ENSDARG00000002764	miox											2.0	11.0	14.0	4.0	14.0	15.0	29.0	43.0
ENSDARG00000002768	pvalb2	3.0	3.0	3.0	3.0	5.0	4.0	4.0	4.0	3.0	4.0	29.0	327.0	1796.0	3940.0	6840.0	9858.0	9239.0	10432.0
ENSDARG00000002771	si:ch211-48m9.1		0.2														6.0	5.0	4.0
ENSDARG00000002773	ENSDARG00000002773																0.8		1.0
ENSDARG00000002779	pdx1	2.0	4.0	17.0	9.0	11.0	8.0	7.0	6.0	0.8	5.0	4.0	2.0	3.0	2.0	3.0	7.0	8.0	9.0
ENSDARG00000002787	tle3a	124.0	143.0	175.0	151.0	82.0	23.0	40.0	75.0	112.0	92.0	79.0	63.0	54.0	77.0	55.0	35.0	35.0	31.0
ENSDARG00000002790	ap2m1a	1.0	6.0	52.0	62.0	62.0	57.0	54.0	51.0	135.0	176.0	192.0	201.0	200.0	197.0	188.0	212.0	193.0	172.0
ENSDARG00000002791	atp1a1a.1	85.0	121.0	178.0	163.0	158.0	166.0	182.0	150.0	101.0	74.0	92.0	110.0	96.0	66.0	71.0	128.0	138.0	124.0
ENSDARG00000002792	arcn1a	47.0	62.0	188.0	194.0	191.0	128.0	85.0	63.0	82.0	62.0	69.0	66.0	57.0	48.0	48.0	47.0	35.0	23.0
ENSDARG00000002794	ENSDARG00000002794									0.3	0.3		0.1	0.5	0.2	0.6	0.4	2.0	3.0
ENSDARG00000002795	meis3			2.0	0.7	0.6	3.0	7.0	58.0	109.0	64.0	69.0	76.0	64.0	60.0	48.0	25.0	18.0	17.0
ENSDARG00000002797	BX908804.1									2.0	0.9		1.0						
ENSDARG00000002798	cog8	6.0	10.0	42.0	39.0	27.0	12.0	13.0	13.0	14.0	10.0	11.0	14.0	11.0	11.0	10.0	11.0	9.0	9.0
ENSDARG00000002816	rasgrf2b															0.1	0.8	1.0	2.0
ENSDARG00000002826	cep57l1	119.0	143.0	127.0	109.0	26.0	11.0	19.0	29.0	30.0	33.0	24.0	26.0	21.0	25.0	12.0	8.0	7.0	7.0
ENSDARG00000002830	trmt2a	22.0	41.0	81.0	66.0	67.0	22.0	6.0	2.0	24.0	27.0	38.0	26.0	15.0	17.0	9.0	9.0	9.0	8.0
ENSDARG00000002831	col4a4	0.6	0.5	0.9	0.7	0.5	0.3	0.2			0.3	2.0	5.0	5.0	3.0	2.0	2.0	2.0	1.0
ENSDARG00000002840	si:dkey-28b4.8	3.0	4.0	11.0	10.0	8.0	6.0	4.0	2.0	8.0	8.0	10.0	10.0	12.0	23.0	27.0	36.0	32.0	28.0
ENSDARG00000002847	fndc1	0.6	0.2	1.0	2.0	1.0	0.4	0.5	0.1		0.1	0.4	0.9	2.0	2.0	2.0	2.0	4.0	4.0
ENSDARG00000002872	zgc:113210	7.0	8.0	11.0	16.0	4.0	8.0	10.0	15.0	9.0	7.0	8.0	7.0	8.0	8.0	11.0	8.0	8.0	7.0
ENSDARG00000002877	reps1	27.0	64.0	87.0	87.0	35.0	12.0	11.0	13.0	17.0	13.0	17.0	15.0	13.0	15.0	11.0	11.0	12.0	14.0
ENSDARG00000002880	vps50	2.0	4.0	12.0	20.0	7.0	0.8	0.2	0.3	4.0	4.0	6.0	6.0	6.0	8.0	7.0	10.0	10.0	8.0
ENSDARG00000002894	aven	4.0	6.0	54.0	60.0	49.0	27.0	24.0	27.0	35.0	31.0	25.0	18.0	17.0	18.0	13.0	12.0	9.0	10.0
ENSDARG00000002897	si:ch211-160o17.2	0.3	1.0	1.0	1.0	3.0	1.0	0.5	1.0	4.0	4.0	4.0	4.0	5.0	4.0	6.0	8.0	8.0	7.0
ENSDARG00000002909	tjp3	174.0	163.0	201.0	173.0	139.0	131.0	106.0	53.0	14.0	12.0	19.0	23.0	21.0	14.0	14.0	15.0	20.0	18.0
ENSDARG00000002912	adipor1a	57.0	66.0	150.0	182.0	39.0	19.0	20.0	21.0	38.0	29.0	28.0	24.0	24.0	40.0	39.0	45.0	40.0	37.0
ENSDARG00000002916	sec31b	4.0	9.0	37.0	41.0	32.0	27.0	15.0	11.0	11.0	7.0	9.0	8.0	8.0	10.0	8.0	8.0	11.0	12.0
ENSDARG00000002917	gls2b										0.8	0.8	0.5	0.6	1.0	0.4	4.0	10.0	13.0
ENSDARG00000002933	gbx2			6.0	4.0	2.0	0.4		0.4	38.0	20.0	17.0	17.0	13.0	14.0	23.0	16.0	12.0	12.0
ENSDARG00000002937	meis1a	2.0	2.0	2.0	3.0	4.0	3.0	3.0	5.0	33.0	54.0	59.0	56.0	52.0	49.0	41.0	31.0	26.0	21.0
ENSDARG00000002945	bgnb	2.0	1.0	3.0	5.0	3.0	2.0	2.0	0.3	2.0	0.7	0.9	1.0	1.0	2.0	3.0	7.0	10.0	10.0
ENSDARG00000002947	abcd3b	3.0	6.0	14.0	18.0	12.0	7.0	6.0	6.0	10.0	4.0	6.0	10.0	7.0	5.0	6.0	11.0	13.0	8.0
ENSDARG00000002949	ppp6c	188.0	304.0	292.0	270.0	196.0	145.0	128.0	128.0	148.0	131.0	136.0	113.0	110.0	104.0	91.0	88.0	76.0	63.0
ENSDARG00000002952	smo		0.8	4.0	3.0	9.0	43.0	54.0	70.0	73.0	62.0	58.0	39.0	35.0	38.0	21.0	13.0	11.0	10.0
ENSDARG00000002956	si:dkey-32n7.4	5.0	7.0	2.0	3.0	2.0	1.0	0.7	0.4	0.3	0.1	0.3	0.7	0.6	0.3	0.7	0.6	1.0	1.0
ENSDARG00000002959	gpr34b					0.7	1.0	0.6											
ENSDARG00000002967	pdap1b	74.0	93.0	88.0	91.0	57.0	33.0	20.0	34.0	29.0	24.0	24.0	33.0	32.0	27.0	38.0	50.0	46.0	46.0
ENSDARG00000002968	a1cf						6.0	20.0	41.0	10.0	1.0	4.0	17.0	12.0	2.0	8.0	29.0	41.0	30.0
ENSDARG00000002970	ss18	40.0	74.0	183.0	175.0	201.0	297.0	387.0	369.0	200.0	180.0	171.0	140.0	125.0	147.0	119.0	80.0	67.0	65.0
ENSDARG00000002971	phc1	7.0	12.0	43.0	44.0	40.0	41.0	44.0	47.0	34.0	30.0	33.0	28.0	25.0	29.0	16.0	10.0	11.0	10.0
ENSDARG00000002986	gda	0.7	0.5							0.4			2.0				2.0	16.0	22.0
ENSDARG00000002988	tnnt2d										0.8	3.0	26.0	139.0	216.0	337.0	314.0	251.0	214.0
ENSDARG00000002991	cep135	54.0	60.0	43.0	40.0	17.0	9.0	13.0	21.0	20.0	15.0	13.0	12.0	10.0	11.0	7.0	6.0	6.0	4.0
ENSDARG00000002994	itpkca	53.0	63.0	129.0	137.0	71.0	13.0	6.0	9.0	12.0	11.0	17.0	14.0	14.0	18.0	17.0	24.0	25.0	22.0
ENSDARG00000003008	prkcea	0.5	2.0	3.0	3.0	3.0	1.0	2.0	4.0	8.0	8.0	11.0	11.0	10.0	11.0	14.0	18.0	21.0	23.0
ENSDARG00000003017	ube2al	99.0	144.0	339.0	364.0	183.0	116.0	89.0	80.0	79.0	70.0	63.0	48.0	43.0	46.0	49.0	73.0	59.0	42.0
ENSDARG00000003020	lrrc4.2									0.8	0.4	2.0	2.0	2.0	4.0	5.0	12.0	14.0	16.0
ENSDARG00000003021	hdac8	26.0	33.0	22.0	21.0	27.0	23.0	18.0	10.0	9.0	10.0	9.0	9.0	8.0	5.0	7.0	6.0	5.0	3.0
