Gene_ID	Gene_Name	zygote	cleavage_2-cell	blastula_128-cell	blastula_1k-cell	blastula_dome	gastrula_50%-epiboly	gastrula_shield	gastrula_75%-epiboly	segmentation_1-4_somites	segmentation_14-19_somites	segmentation_20-25_somites	pharyngula_prim-5	pharyngula_prim-15	pharyngula_prim-25	hatching_long-pec	larval_protruding_mouth	larval_day_4	larval_day_5
ENSDARG00000002609	rnf145a	0.5	2	5	3	4	3	3	11	28	16	11	7	6	10	8	9	8	8
ENSDARG00000002613	rpa3	454	426	215	327	253	237	161	85	118	136	125	117	108	89	54	35	32	19
ENSDARG00000002632	anxa11b	5	9	26	23	20	26	23	15	27	34	49	57	56	48	56	58	53	47
ENSDARG00000002634	b4galt1			0.5	0.5	0.9	22	25	26	15	9	9	10	15	10	19	17	17	13
ENSDARG00000002635	zgc:85722												0.7	0.9	2	3	11	11	14
ENSDARG00000002642	sh3gl1b	23	25	33	30	19	11	14	20	31	25	33	31	26	19	18	18	20	16
ENSDARG00000002644	rgs5a					3	3	4	3	0.9	0.8	2	3	5	1	5	27	42	36
ENSDARG00000002656	stxbp5a		0.2	1	1	0.9	0.2			0.5	0.6	1	1	2	3	4	11	13	14
ENSDARG00000002659	mapre1b	63	135	192	201	212	251	233	189	182	163	165	125	113	146	108	78	53	33
ENSDARG00000002663	optn	6	7	14	13	3	0.4	0.4	2	10	8	13	20	17	12	11	17	19	17
ENSDARG00000002666	kcnj1b	10	18	38	36	36	16	9	6	3	2	2	5	4	4	4	4	3	4
ENSDARG00000002670	ATG14	107	89	75	73	57	24	23	23	23	22	22	16	15	19	17	13	18	20
ENSDARG00000002682	tbcela	0.8	2	12	12	9	2	1	2	1	2	3	3	2	4	3	5	8	9
ENSDARG00000002685	fam113	308	302	223	201	168	54	23	2	0.5									
ENSDARG00000002690	rabif	9	11	18	36	14	9	13	14	25	24	22	23	25	25	23	20	15	9
ENSDARG00000002696	gnb3b	0.9	1	0.7		2	0.6	1	0.4	0.5	0.3				0.2	0.4	469	617	525
ENSDARG00000002701	rasl12					0.4	0.5	0.2	0.3	0.4	0.3	0.7	0.5	0.3	0.7	0.7	1	2	2
ENSDARG00000002707	her11			0.8	13	80	21	15	37	28	11	10	4	2	0.9	0.7			
ENSDARG00000002710	ncl	98	179	791	765	936	1555	1796	1922	1733	1084	1004	684	370	390	212	234	205	240
ENSDARG00000002720	utp15	15	20	62	57	66	115	145	132	103	92	79	55	34	35	20	16	15	15
ENSDARG00000002728	kiss1ra																	0.8	0.9
ENSDARG00000002731	sdc2	10	13	46	52	41	43	37	44	60	38	61	99	90	62	86	108	130	111
ENSDARG00000002732	spon2b		0.4							0.4			2	1	2	4	18	21	17
ENSDARG00000002745	tdh	4	15	84	99	55	36	69	117	93	73	78	83	98	91	98	121	130	284
ENSDARG00000002748	sema6d	5	8	18	16	13	4	5	7	9	8	6	5	4	5	4	9	9	11
ENSDARG00000002750	phf20a	1	2	13	7	6	4	4	5	4	3	4	4	4	6	7	4	4	3
ENSDARG00000002754	pdcd2l	25	14	7	8	6	6	10	17	28	24	23	19	13	10	8	7	9	10
ENSDARG00000002758	dedd1	37	49	38	29	18	22	23	28	24	31	29	16	18	23	28	43	67	124
ENSDARG00000002760	gdf5	1	3	6	4	2	0.3									0.7	3	2	3
ENSDARG00000002764	miox											2	11	14	4	14	15	29	43
ENSDARG00000002768	pvalb2	3	3	3	3	5	4	4	4	3	4	29	327	1796	3940	6840	9858	9239	10432
ENSDARG00000002771	si:ch211-48m9.1		0.2														6	5	4
ENSDARG00000002773	ENSDARG00000002773																0.8		1
ENSDARG00000002779	pdx1	2	4	17	9	11	8	7	6	0.8	5	4	2	3	2	3	7	8	9
ENSDARG00000002787	tle3a	124	143	175	151	82	23	40	75	112	92	79	63	54	77	55	35	35	31
ENSDARG00000002790	ap2m1a	1	6	52	62	62	57	54	51	135	176	192	201	200	197	188	212	193	172
ENSDARG00000002791	atp1a1a.1	85	121	178	163	158	166	182	150	101	74	92	110	96	66	71	128	138	124
ENSDARG00000002792	arcn1a	47	62	188	194	191	128	85	63	82	62	69	66	57	48	48	47	35	23
ENSDARG00000002794	ENSDARG00000002794									0.3	0.3		0.1	0.5	0.2	0.6	0.4	2	3
ENSDARG00000002795	meis3			2	0.7	0.6	3	7	58	109	64	69	76	64	60	48	25	18	17
ENSDARG00000002797	BX908804.1									2	0.9		1						
ENSDARG00000002798	cog8	6	10	42	39	27	12	13	13	14	10	11	14	11	11	10	11	9	9
ENSDARG00000002816	rasgrf2b															0.1	0.8	1	2
ENSDARG00000002826	cep57l1	119	143	127	109	26	11	19	29	30	33	24	26	21	25	12	8	7	7
ENSDARG00000002830	trmt2a	22	41	81	66	67	22	6	2	24	27	38	26	15	17	9	9	9	8
ENSDARG00000002831	col4a4	0.6	0.5	0.9	0.7	0.5	0.3	0.2			0.3	2	5	5	3	2	2	2	1
ENSDARG00000002840	si:dkey-28b4.8	3	4	11	10	8	6	4	2	8	8	10	10	12	23	27	36	32	28
ENSDARG00000002847	fndc1	0.6	0.2	1	2	1	0.4	0.5	0.1		0.1	0.4	0.9	2	2	2	2	4	4
ENSDARG00000002872	zgc:113210	7	8	11	16	4	8	10	15	9	7	8	7	8	8	11	8	8	7
ENSDARG00000002877	reps1	27	64	87	87	35	12	11	13	17	13	17	15	13	15	11	11	12	14
ENSDARG00000002880	vps50	2	4	12	20	7	0.8	0.2	0.3	4	4	6	6	6	8	7	10	10	8
ENSDARG00000002894	aven	4	6	54	60	49	27	24	27	35	31	25	18	17	18	13	12	9	10
ENSDARG00000002897	si:ch211-160o17.2	0.3	1	1	1	3	1	0.5	1	4	4	4	4	5	4	6	8	8	7
ENSDARG00000002909	tjp3	174	163	201	173	139	131	106	53	14	12	19	23	21	14	14	15	20	18
ENSDARG00000002912	adipor1a	57	66	150	182	39	19	20	21	38	29	28	24	24	40	39	45	40	37
ENSDARG00000002916	sec31b	4	9	37	41	32	27	15	11	11	7	9	8	8	10	8	8	11	12
ENSDARG00000002917	gls2b										0.8	0.8	0.5	0.6	1	0.4	4	10	13
ENSDARG00000002933	gbx2			6	4	2	0.4		0.4	38	20	17	17	13	14	23	16	12	12
ENSDARG00000002937	meis1a	2	2	2	3	4	3	3	5	33	54	59	56	52	49	41	31	26	21
ENSDARG00000002945	bgnb	2	1	3	5	3	2	2	0.3	2	0.7	0.9	1	1	2	3	7	10	10
ENSDARG00000002947	abcd3b	3	6	14	18	12	7	6	6	10	4	6	10	7	5	6	11	13	8
ENSDARG00000002949	ppp6c	188	304	292	270	196	145	128	128	148	131	136	113	110	104	91	88	76	63
ENSDARG00000002952	smo		0.8	4	3	9	43	54	70	73	62	58	39	35	38	21	13	11	10
ENSDARG00000002956	si:dkey-32n7.4	5	7	2	3	2	1	0.7	0.4	0.3	0.1	0.3	0.7	0.6	0.3	0.7	0.6	1	1
ENSDARG00000002959	gpr34b					0.7	1	0.6											
ENSDARG00000002967	pdap1b	74	93	88	91	57	33	20	34	29	24	24	33	32	27	38	50	46	46
ENSDARG00000002968	a1cf						6	20	41	10	1	4	17	12	2	8	29	41	30
ENSDARG00000002970	ss18	40	74	183	175	201	297	387	369	200	180	171	140	125	147	119	80	67	65
ENSDARG00000002971	phc1	7	12	43	44	40	41	44	47	34	30	33	28	25	29	16	10	11	10
ENSDARG00000002986	gda	0.7	0.5							0.4			2				2	16	22
ENSDARG00000002988	tnnt2d										0.8	3	26	139	216	337	314	251	214
ENSDARG00000002991	cep135	54	60	43	40	17	9	13	21	20	15	13	12	10	11	7	6	6	4
ENSDARG00000002994	itpkca	53	63	129	137	71	13	6	9	12	11	17	14	14	18	17	24	25	22
ENSDARG00000003008	prkcea	0.5	2	3	3	3	1	2	4	8	8	11	11	10	11	14	18	21	23
ENSDARG00000003017	ube2al	99	144	339	364	183	116	89	80	79	70	63	48	43	46	49	73	59	42
ENSDARG00000003020	lrrc4.2									0.8	0.4	2	2	2	4	5	12	14	16
ENSDARG00000003021	hdac8	26	33	22	21	27	23	18	10	9	10	9	9	8	5	7	6	5	3
ENSDARG00000003022	limk1b				0.9	2	0.4	0.8	1	8	6	9	10	8	8	8	8	8	7
ENSDARG00000003027	scnm1	2	9	62	77	53	15	9	6	8	6	5	5	6	4	6	4	6	5
ENSDARG00000003032	eif4a1b	59	77	79	103	93	69	44	33	77	103	178	246	325	266	375	414	415	449
ENSDARG00000003035	hspa9	26	36	180	196	157	174	162	146	125	99	144	137	95	88	69	94	82	63
ENSDARG00000003041	CABZ01111496.1	11	37	27	21	12	3	2	2	5	3	4	5	5	5	4	4	5	4
ENSDARG00000003046	sorbs2a	3	5	9	10	5	2	1	1	2	1	2	2	3	4	5	4	6	6
ENSDARG00000003054	tacr3l							0.2	0.4	0.3	0.2		0.1				0.5	1	1
ENSDARG00000003058	fgfr1op	16	14	7	7	4	9	12	24	29	29	30	23	20	25	19	18	16	16
ENSDARG00000003061	cd276	3	6	5	5	10	8	8	15	38	52	61	63	56	50	38	24	17	9
ENSDARG00000003068	gorasp1a	13	27	32	30	27	26	16	23	34	24	28	21	17	16	15	19	16	13
ENSDARG00000003069	btbd7	3	4	27	30	10	3	2	3	1	1	1	2	2	2	3	2	3	3
ENSDARG00000003077	gpx9									0.4	0.7		0.3	2	5	10	12	11	16
ENSDARG00000003081	mybphb		0.4	0.8		0.4	1	2	2	35	65	179	451	805	1090	1333	1374	1267	1263
ENSDARG00000003084	spire2	0.5	2	27	16	16	2	0.5		0.8	0.2	0.6	0.7	0.6	0.9	1	2	2	3
ENSDARG00000003085	stambpl1	2	5	9	11	6	3	5	5	9	5	5	3	3	3	3	6	4	4
ENSDARG00000003087	ubxn6	7	16	49	46	19	8	9	10	13	17	15	18	15	13	19	20	26	29
ENSDARG00000003091	oclnb	211	160	143	130	98	65	48	47	28	15	18	26	23	11	17	17	22	22
ENSDARG00000003098	kdm5bb	8	7	27	39	46	50	58	70	88	63	65	70	71	75	92	66	57	52
ENSDARG00000003109	rcan1a	12	28	34	29	32	16	9	14	52	24	33	30	23	16	23	24	24	20
ENSDARG00000003113	ada								0.3	0.4		0.3	1	2	6	16	60	202	297
ENSDARG00000003127	zgc:123105	71	96	104	111	78	84	95	108	90	72	77	67	61	69	43	56	59	68
ENSDARG00000003132	apip		2	6	7	16	39	55	72	130	116	109	103	74	66	56	58	56	63
ENSDARG00000003142	dachc	4	3	1	2	0.3	0.3	0.2	1	4	3	5	6	8	8	13	12	10	11
ENSDARG00000003144	pxmp2	8	33	32	32	36	31	19	8	10	7	7	4	3	4	3	7	10	13
ENSDARG00000003145	ENSDARG00000003145			1		0.7				0.7	0.6		0.5	2	0.7	2	3	4	4
ENSDARG00000003146	si:dkey-27m7.4					0.3							0.3	2	2	5	10	13	14
ENSDARG00000003151	skp1	765	663	387	389	488	497	429	384	507	569	476	399	356	420	334	330	289	264
ENSDARG00000003153	nudt21	87	93	188	225	207	258	292	282	209	183	169	161	141	124	102	68	57	40
ENSDARG00000003157	nfkbil1	5	7	8	11	5	4	4	6	7	6	6	4	4	5	4	5	4	4
ENSDARG00000003165	nr2f6b					0.2	7	12	13	39	56	77	81	70	55	25	21	24	24
ENSDARG00000003167	mlst8	6	7	17	21	19	13	6	4	9	10	10	8	8	8	7	8	9	7
ENSDARG00000003169	magi1b	10	10	29	24	27	59	73	68	21	16	20	22	23	28	28	28	29	29
ENSDARG00000003175	stx5al	10	10	27	26	19	9	7	10	29	29	30	21	20	20	18	18	14	14
ENSDARG00000003181	sult1st4											1	5	7	3	12	6	4	6
ENSDARG00000003189	psmd1	6	10	43	41	35	39	55	58	91	86	104	97	78	107	69	54	48	34
ENSDARG00000003193	rassf7b					37	42	33	18	6	9	9	8	7	5	7	7	12	10
ENSDARG00000003197	wdr21	23	37	147	175	159	49	37	35	24	21	23	18	17	20	17	17	18	17
ENSDARG00000003200	foxm1	6	9	68	89	37	21	25	31	26	26	29	23	20	25	12	6	6	4
ENSDARG00000003203	rhcga								4	0.3							62	61	66
ENSDARG00000003205	ngly1	34	39	39	34	20	31	38	37	28	19	17	15	14	16	13	12	14	9
ENSDARG00000003206	chchd6a	0.6	4	49	57	49	22	7	2	2	3	5	6	9	10	14	18	16	15
ENSDARG00000003207	mterf3	3	5	24	29	15	13	14	19	10	15	15	12	9	11	11	11	11	19
ENSDARG00000003208	pomk	0.3	1	3	3	3	3	4	5	6	5	5	4	5	5	4	6	6	7
ENSDARG00000003210	ano2a														0.3	1	9	10	12
ENSDARG00000003213	naa15a	129	177	237	204	215	215	206	120	108	86	95	101	79	72	50	46	45	41
ENSDARG00000003216	anxa2a								5	116	58	71	89	118	85	111	92	130	109
ENSDARG00000003217	urb2	10	17	50	49	36	11	8	14	22	15	14	10	7	6	4	4	4	4
ENSDARG00000003219	bin2a				0.6	17	11	7	0.4	1	1	3	10	9	5	9	37	43	28
ENSDARG00000003229	gdf9	14	23	53	51	24	4	0.7	0.4	0.4	0.8	0.6							
ENSDARG00000003235	nup88	39	66	121	97	80	89	93	87	67	56	52	43	30	38	25	22	18	16
ENSDARG00000003244	gbp3	2	4	25	34	7	3	1	1	7	4	5	2	2	2	2	2	2	2
ENSDARG00000003250	pik3cd	9	16	41	29	7	0.5				0.1	0.1	0.8		0.2	0.6	2	3	3
ENSDARG00000003251	zbtb22b	2	5	42	42	21	7	4	3	5	3	3	3	4	6	5	4	4	5
ENSDARG00000003257	zgc:101559	3	5	2	4	3	7	6	8	11	5	7	9	6	5	7	7	7	6
ENSDARG00000003259	loxa															2	11	13	7
ENSDARG00000003269	clcn3	9	19	37	37	36	23	15	16	24	18	24	27	23	21	22	29	26	24
ENSDARG00000003270	dhps	12	33	52	61	55	50	26	13	23	19	21	17	12	12	10	14	16	16
ENSDARG00000003281	pik3ip1	1	0.8	3	3	5	22	34	22	19	16	12	16	13	8	13	32	34	58
ENSDARG00000003287	wdr12	6	19	94	101	73	57	41	57	118	92	74	57	29	27	19	17	15	15
ENSDARG00000003290	dab1b									0.3		0.2	0.7	0.8	2	3	4	4	5
ENSDARG00000003293	sox9a			2		2	0.5	2	5	16	14	29	24	23	32	44	38	39	37
ENSDARG00000003303	stc1																	0.9	
ENSDARG00000003307	stx16	3	8	17	13	7	13	13	16	19	16	16	11	12	15	13	11	12	10
ENSDARG00000003308	emc2	29	39	86	93	94	58	32	37	128	125	149	127	127	151	123	118	100	73
ENSDARG00000003311	pank2	9	6	8	8	4	7	7	13	19	19	20	16	15	16	20	32	52	70
ENSDARG00000003313	eps8l1b					9	90	85	33	3	2	3	5	4	3	3	7	6	5
ENSDARG00000003320	fam91a1	5	7	32	35	21	9	7	9	6	6	10	13	12	14	14	23	22	20
ENSDARG00000003326	cacng5a				1					0.5		0.3					5	5	6
ENSDARG00000003328	slf2	7	7	39	40	14	2	2	3	5	5	5	5	5	5	3	3	4	4
ENSDARG00000003344	trpc2b					0.5	0.2	0.5	0.3	0.3							0.1	0.4	0.8
ENSDARG00000003373	commd2		2	16	20	25	44	68	64	39	48	46	50	46	32	40	29	29	22
ENSDARG00000003375	gng12a			1	0.9	0.9	0.8	4	7	16	23	25	30	23	22	25	29	24	17
ENSDARG00000003380	si:dkey-275b16.2	0.7	3	2	0.9	1	2	2	1	2	1	2	2	2	4	5	9	19	14
ENSDARG00000003381	si:ch211-266g18.6	11	4	21	17	8	2				0.4	0.6	3	6	2	5	5	6	6
ENSDARG00000003382	cwc25	98	119	132	140	141	109	78	51	68	64	53	39	34	40	35	28	26	30
ENSDARG00000003383	asb8	68	100	152	134	35	5	2	2	4	5	8	9	13	19	23	34	34	31
ENSDARG00000003395	col4a3	0.1	1	1	2	0.4	0.1				0.7	3	6	3	3	2	2	2	2
ENSDARG00000003398	rbpja	37	70	105	111	79	40	28	25	29	26	26	21	20	23	15	10	10	9
ENSDARG00000003399	fgf8a				0.9	37	50	40	52	97	57	34	15	8	8	5	4	4	3
ENSDARG00000003403	tenm1		0.5	0.9	1	0.3		0.1	0.2	1	1	0.6	1	2	2	4	8	9	11
ENSDARG00000003411	foxa2					7	27	62	94	35	19	24	17	14	14	13	8	9	9
ENSDARG00000003414	capslb										0.6	2	3	2	2	3	2	2	2
ENSDARG00000003420	chrna5							2	2	0.5	0.8	1	6	7	6	6	8	11	9
ENSDARG00000003421	igf2bp2a	13	11	11	9	5	1	0.7	0.3	0.6	0.6	1	2	3	4	3	6	8	9
ENSDARG00000003429	hnrnpdl	79	156	195	190	201	312	361	375	403	296	308	296	268	291	255	256	225	195
ENSDARG00000003444	dhrs7			3	3	3	0.8	2	3	17	22	23	17	16	23	14	18	29	36
ENSDARG00000003446	ippk	20	26	62	76	28	18	14	12	9	10	14	11	12	9	11	10	10	7
ENSDARG00000003449	pde10a	0.8	2	8	8	6	4	1	0.3	0.3	0.3	0.5	0.4	0.5	0.9	0.9	2	3	3
ENSDARG00000003462	fech	4	7	16	15	6	3	1	1	2	1	3	3	2	1	0.9	0.6	1	2
ENSDARG00000003469	neurod4									22	32	48	54	106	206	146	53	43	47
ENSDARG00000003475	sult1st5													0.5	0.6		1	3	3
ENSDARG00000003486	ppp1caa	366	318	226	183	215	271	302	249	182	150	138	121	107	115	99	87	77	63
ENSDARG00000003487	nup93	76	68	73	74	65	71	81	91	113	94	99	85	65	67	43	38	32	26
ENSDARG00000003495	madd	1	2	19	29	12	4	2	1	9	11	12	10	10	14	14	25	26	28
ENSDARG00000003512	anks1b		0.2	1	1	0.9				2	3	4	6	7	7	9	20	20	21
ENSDARG00000003517	impa1	0.6	2	11	11	7	6	5	6	14	10	14	13	16	20	29	33	28	19
ENSDARG00000003519	aprt	0.9	2	7	8	10	11	7	8	23	23	27	18	14	15	12	13	17	12
ENSDARG00000003520	tbc1d14	2	4	23	16	5	0.4	0.4	0.6	3	3	2	2	2	3	3	5	6	6
ENSDARG00000003523	itln3		0.5				1	1									3	10	2
ENSDARG00000003526	psma5	45	37	126	140	143	176	189	184	308	342	339	220	189	228	143	116	90	64
ENSDARG00000003527	mak16	11	18	32	24	28	94	124	132	125	118	91	71	44	41	28	25	24	25
ENSDARG00000003531	tcea1	205	408	383	360	440	561	622	424	181	142	144	119	101	114	101	68	53	45
ENSDARG00000003533	col8a1b															0.4	3	4	3
ENSDARG00000003544	adarb1b	59	66	78	62	48	24	8	1	2	2	3	2	3	3	3	5	6	6
ENSDARG00000003564	dohh	1	1	31	52	53	61	76	90	125	119	109	62	49	52	31	30	25	29
ENSDARG00000003570	hsp90b1	24	55	186	203	147	68	38	35	16	20	33	79	107	102	129	142	104	48
ENSDARG00000003573	dctn5	2	8	28	32	13	6	10	8	13	26	34	33	33	42	44	41	30	28
ENSDARG00000003576	klhl32	0.7	0.8	0.6	0.3	0.3				0.6	0.2	0.8	2	2	3	4	6	8	8
ENSDARG00000003584	pla2g7	14	15	19	18	7	2	2	2	8	9	9	9	10	11	14	19	25	21
ENSDARG00000003592	surf1	0.6	4	5	5	4	11	16	14	13	17	23	21	17	19	15	14	14	11
ENSDARG00000003599	rpl3	176	319	263	260	599	844	885	1247	2525	3415	3687	3336	3380	2967	2637	2187	2255	2588
ENSDARG00000003607	nr2f6a	3	6	24	28	26	51	65	81	90	91	82	69	51	52	35	23	18	17
ENSDARG00000003615	slc26a3.2																4	25	27
ENSDARG00000003616	arih1	40	48	100	94	63	45	39	42	28	22	23	24	23	24	22	22	25	22
ENSDARG00000003631	clockb	19	40	66	54	13	7	9	13	11	8	10	7	7	8	7	17	22	20
ENSDARG00000003632	zgc:172270													3	4	4	8	9	6
ENSDARG00000003635	mogat3b		0.6	4	1	0.6	5	5	9	15	13	13	17	12	7	10	15	30	19
ENSDARG00000003641	tfg	194	266	259	236	236	220	209	215	195	169	197	185	145	143	136	150	109	81
ENSDARG00000003642	zfyve19	10	14	43	41	30	17	22	28	13	17	22	16	18	18	18	24	23	20
ENSDARG00000003655	tmem59l	76	63	76	86	83	54	28	12	7	6	10	14	22	43	70	106	96	99
ENSDARG00000003675	cryl1	3	7	14	12	14	13	9	10	3	3	7	18	15	7	12	14	16	11
ENSDARG00000003680	runx1t1	1	2	5	3	2	0.2	0.1	0.1	3	5	7	9	12	19	35	32	30	30
ENSDARG00000003681	eif5	162	188	199	206	173	223	232	267	397	322	276	210	166	183	127	136	124	115
ENSDARG00000003684	obsl1a					0.1				2	5	14	21	17	13	6	5	6	4
ENSDARG00000003693	hars	111	118	133	125	138	131	123	110	142	131	124	126	112	94	73	70	61	54
ENSDARG00000003695	vdac3	69	60	94	114	164	161	121	101	71	97	220	431	524	531	539	517	466	456
ENSDARG00000003697	slc5a8l										0.3	0.7	0.9	1	0.8	1	4	7	6
ENSDARG00000003699	atp7a	7	9	26	34	13	5	3	4	10	7	9	8	7	8	7	8	8	8
ENSDARG00000003701	cldng	2422	3257	1829	1304	380	52	17	6	7	11	6	4	2	2	2	1	0.9	0.9
ENSDARG00000003705	prnprs3	4	6	5	7	3	2	2	1	5	8	13	25	28	37	43	56	66	73
ENSDARG00000003706	ryr2b	0.4	0.5	0.5	0.5	0.4	0.1	0.1		0.2	0.1	0.4	0.3	0.2	0.2	0.1	0.3	0.3	0.3
ENSDARG00000003732	mitfa									0.4	0.9	9	16	15	13	12	4	3	2
ENSDARG00000003749	polb	17	38	121	100	89	114	144	114	95	80	76	67	64	83	66	36	23	18
ENSDARG00000003750	pfas	7	9	25	28	21	34	35	57	52	31	44	77	53	21	18	13	11	12
ENSDARG00000003751	lats1	22	33	39	40	16	6	5	6	6	6	8	7	7	9	7	9	8	8
ENSDARG00000003754	tspan2a	6	13	15	16	12	7	3	1	9	11	15	15	15	21	20	26	35	41
ENSDARG00000003757	cnpy1	145	154	109	115	49	21	14	20	23	20	28	30	21	18	20	25	32	17
ENSDARG00000003769	tada2b	8	12	45	46	21	10	10	10	9	8	9	8	6	9	5	4	5	5
ENSDARG00000003776	pip4k2aa	39	54	65	59	19	4	3	3	7	10	11	14	16	15	16	21	19	18
ENSDARG00000003779	ctnnd2b	0.7	1	0.6	1	0.9	0.7	1	1	22	25	27	29	30	36	22	21	20	20
ENSDARG00000003789	dennd5b	5	7	43	44	39	26	26	24	15	15	18	21	18	16	16	19	20	19
ENSDARG00000003795	idh2	6	14	121	149	157	132	133	144	208	309	406	534	584	543	610	722	716	664
ENSDARG00000003797	asb2a.1											0.2	3	6	10	6	7	7	9
ENSDARG00000003803	LHX3										0.4	1	1	2	7	10	6	5	5
ENSDARG00000003808	aqp3a		0.4	0.5		4	26	24	21	2	0.5	5	52	123	59	135	162	193	169
ENSDARG00000003811	plxnb2a	7	12	60	72	52	20	13	16	17	12	16	23	19	15	15	16	18	20
ENSDARG00000003818	prkag1	16	16	9	6	8	8	8	16	28	26	30	31	26	27	24	26	23	19
ENSDARG00000003820	nr1d2a					0.2	0.2			0.8	0.9	2	3	2	10	16	83	117	124
ENSDARG00000003822	ankrd16		0.5	3	5	4	5	4	8	5	5	8	5	6	5	6	5	8	9
ENSDARG00000003827	snapc1b	3	25	61	69	53	28	34	36	25	25	22	15	13	12	10	7	5	8
ENSDARG00000003829	galnt2	39	33	60	58	45	21	13	16	43	36	36	30	24	27	24	29	27	23
ENSDARG00000003835	stom	4	5	7	12	6	30	47	95	94	53	86	90	75	56	62	68	78	75
ENSDARG00000003841	usb1	0.3	2	2	2	2	2	2	2	6	8	7	5	6	6	6	6	4	4
ENSDARG00000003845	chm	17	39	77	72	55	55	33	7	15	14	19	20	18	18	18	21	17	16
ENSDARG00000003846	mrpl21	9	15	23	21	18	42	67	71	61	45	67	50	46	48	38	44	34	23
ENSDARG00000003854	acsl1b	0.8	1	5	5	5	5	5	21	54	30	51	47	31	23	19	23	35	21
ENSDARG00000003860	cbx3a	342	309	316	341	373	543	550	447	311	276	232	189	148	125	90	58	45	32
ENSDARG00000003865	pard6b		0.8	12	6	3	3	3	5	2	2	4	2	2	2	3	4	7	4
ENSDARG00000003866	tm9sf2	39	38	63	63	71	115	148	164	121	95	109	99	91	89	84	96	87	79
ENSDARG00000003867	cdk20	0.5	0.3	1	1	1	1	0.3		1	2	2	1	0.9	2	2	4	3	3
ENSDARG00000003869	decr1	64	45	42	39	23	13	16	14	19	24	27	30	24	24	21	30	34	21
ENSDARG00000003872	ccdc102a	33	88	62	35	26	7	3	4	14	14	16	16	13	16	19	18	16	14
ENSDARG00000003877	pbrm1	0.3	0.5	3	3	1	0.5	0.2		1	0.5	2	2	3	3	8	10	9	9
ENSDARG00000003899	zdhhc23b	2	3	17	15	5	5	5	6	6	5	4	3	3	3	2	3	4	4
ENSDARG00000003900	gpr61l	0.3		2	1	1	1		0.3	3	0.6	0.8	0.3	0.2	0.4	0.3	0.6	0.7	0.7
ENSDARG00000003902	ctsl.1							1	3	4	0.9	0.5				1	8	125	253
ENSDARG00000003903	hapln2										1							2	2
ENSDARG00000003904	sycp1	1	4	31	30	8	2	1	0.5	0.2				0.2					
ENSDARG00000003909	ftr01				0.3												0.8	5	5
ENSDARG00000003910	med13b	73	68	124	101	26	25	25	27	22	20	19	14	16	18	13	12	13	13
ENSDARG00000003920	setb	474	708	623	695	888	1363	1546	1677	1504	1133	1009	803	614	642	407	297	237	194
ENSDARG00000003925	cx28.6			2							1	3		1	1	2	3	3	2
ENSDARG00000003927	cldn12	53	96	72	61	37	26	30	33	59	55	46	41	36	39	27	23	22	17
ENSDARG00000003931	cndp2	21	39	63	78	69	124	140	110	13	4	9	27	33	35	41	44	110	71
ENSDARG00000003934	nxnl2	14	39	52	45	17	10	6	7	10	7	8	6	7	10	5	12	17	18
ENSDARG00000003938	rpa1	405	345	209	160	86	98	114	123	227	220	225	225	168	129	71	56	55	41
ENSDARG00000003940	mtfr1l	4	7	12	12	17	27	35	38	39	38	38	30	26	29	21	20	14	10
ENSDARG00000003941	rrs1	41	65	72	61	58	103	114	136	109	103	84	56	38	44	28	22	19	13
ENSDARG00000003952	pfn2	144	238	818	838	607	224	124	137	207	251	373	368	378	374	356	353	342	298
ENSDARG00000003961	parp3	8	13	12	8	3	2	2	2	12	5	5	5	7	7	6	10	14	11
ENSDARG00000003963	traf4a	9	8	16	12	5	2	3	9	19	22	39	35	21	24	28	26	25	25
ENSDARG00000003965	tlx1		0.7							0.6	1	2	4	3	2	4	1	1	0.9
ENSDARG00000003968	larp6b	52	101	216	262	124	18	7	3										
ENSDARG00000003970	trim35-13													2	2	5	8	8	6
ENSDARG00000003971	isl2a								1	22	29	25	23	25	30	40	29	18	22
ENSDARG00000003973	chordc1a	34	54	62	56	22	7	8	12	5	3	5	8	6	4	5	6	8	6
ENSDARG00000003974	spoplb	5	6	58	60	35	22	33	42	41	38	32	24	26	33	25	17	17	15
ENSDARG00000003977	zgc:153896	0.5	2	2	1	0.6	0.3	0.3	0.8	1	0.9	1	2	0.9	0.3	0.5	1	9	6
ENSDARG00000003984	LTN1	1	2	28	35	26	28	26	18	15	10	11	11	9	9	7	8	9	7
ENSDARG00000003989	crhr1		0.1	0.7	0.1	0.2						0.1	0.1	0.1	0.4	0.5	1	2	3
ENSDARG00000003991	fhl2b														0.5	4	8	14	10
ENSDARG00000003994	syt9a										0.3	3	4	6	5	8	18	15	13
ENSDARG00000003998	phyhipla										0.2	0.2	0.2	0.5	1	3	5	7	7
ENSDARG00000004015	adcyap1a							0.6	1		2	1	0.5	2	0.8	1	7	8	9
ENSDARG00000004017	spag1a					12	57	74	58	25	19	17	11	11	15	13	25	21	14
ENSDARG00000004018	CHST13	3	6	20	26	3	0.7	2	6	7	6	7	5	4	5	5	7	4	3
ENSDARG00000004023	isl1								1	24	24	28	23	27	49	80	67	48	44
ENSDARG00000004034	arhgdig	18	14	27	33	26	22	16	13	39	50	67	62	66	62	75	67	74	59
ENSDARG00000004037	cog2	15	23	99	94	56	17	20	23	25	23	22	20	16	18	15	15	11	10
